freq,name
0.17132126348228044,twitter
0.060092449922958396,instagram
0.015649075500770417,whattheflicka
0.015119414483821264,t
0.003948382126348228,youtube
0.002840909090909091,facebook
0.002166795069337442,twimg
0.0014445300462249614,latina
0.0013482280431432975,ew
0.0012519260400616333,variety
0.0012519260400616333,theguardian
0.000963020030816641,yahoo
0.000963020030816641,plfdreams
0.0008185670261941448,peopleschoice
0.0008185670261941448,goldderby
0.0007704160246533128,nytimes
0.0007704160246533128,hollywoodreporter
0.0006741140215716487,vogue
0.0006741140215716487,justjaredjr
0.0006741140215716487,cosmopolitan
0.0006259630200308166,huffingtonpost
0.0005778120184899846,thewrap
0.0005778120184899846,eonline
0.0005778120184899846,buzzfeed
0.0005296610169491525,vine
0.0005296610169491525,rundfmc
0.0005296610169491525,latimes
0.0005296610169491525,instyle
0.0005296610169491525,apple
0.0004815100154083205,omaze
0.0004815100154083205,lalgbtcenter
0.00043335901386748845,glamour
0.0003852080123266564,womenshealthmag
0.0003852080123266564,vmagazine
0.0003852080123266564,time
0.0003852080123266564,smarturl
0.0003852080123266564,people
0.0003852080123266564,justjared
0.0003852080123266564,go
0.00033705701078582436,whosay
0.00033705701078582436,teenchoice
0.00033705701078582436,openculture
0.00033705701078582436,google
0.0002889060092449923,wmagazine
0.0002889060092449923,vulture
0.0002889060092449923,vmagazineshop
0.0002889060092449923,vanityfair
0.0002889060092449923,popsugar
0.0002889060092449923,ow
0.0002889060092449923,mtv
0.0002889060092449923,crfashionbook
0.0002889060092449923,bornthisway
0.00024075500770416025,worldchildcancer
0.00024075500770416025,washingtonpost
0.00024075500770416025,varietylatino
0.00024075500770416025,usatoday
0.00024075500770416025,tvline
0.00024075500770416025,tumblr
0.00024075500770416025,rottentomatoes
0.00024075500770416025,littlemonsters
0.00024075500770416025,justgiving
0.00024075500770416025,imageshack
0.00024075500770416025,deadline
0.00024075500770416025,cwtv
0.00024075500770416025,crowdrise
0.00024075500770416025,brainpickings
0.00024075500770416025,billboard
0.00024075500770416025,amazon
0.0001926040061633282,wwd
0.0001926040061633282,wordpress
0.0001926040061633282,tvguide
0.0001926040061633282,radiotimes
0.0001926040061633282,peopleenespanol
0.0001926040061633282,fox
0.0001926040061633282,essence
0.0001926040061633282,elle
0.0001926040061633282,co
0.0001926040061633282,aol
0.0001926040061633282,accesshollywood
0.00014445300462249616,weebly
0.00014445300462249616,vimeo
0.00014445300462249616,popcrush
0.00014445300462249616,newyorker
0.00014445300462249616,moveon
0.00014445300462249616,marieclaire
0.00014445300462249616,iheart
0.00014445300462249616,fusion
0.00014445300462249616,etonline
0.00014445300462249616,etcanada
0.00014445300462249616,ebay
0.00014445300462249616,civileats
0.00014445300462249616,broadwayworld
9.63020030816641e-05,whitehouse
9.63020030816641e-05,whipclip
9.63020030816641e-05,vice
9.63020030816641e-05,vevo
9.63020030816641e-05,usmagazine
9.63020030816641e-05,tvovermind
9.63020030816641e-05,sumofus
9.63020030816641e-05,spoilertv
9.63020030816641e-05,showstudio
9.63020030816641e-05,self
9.63020030816641e-05,refinery29
9.63020030816641e-05,oprah
9.63020030816641e-05,nylon
9.63020030816641e-05,medium
9.63020030816641e-05,kickstarter
9.63020030816641e-05,juveeproductions
9.63020030816641e-05,is
9.63020030816641e-05,interviewmagazine
9.63020030816641e-05,hungeris
9.63020030816641e-05,huffpost
9.63020030816641e-05,hotpress
9.63020030816641e-05,gofundme
9.63020030816641e-05,globalgrind
9.63020030816641e-05,giphy
9.63020030816641e-05,gerryeisenhaur
9.63020030816641e-05,fundanything
9.63020030816641e-05,eventfarm
9.63020030816641e-05,ellentv
9.63020030816641e-05,cnn
9.63020030816641e-05,celebuzz
9.63020030816641e-05,avclub
9.63020030816641e-05,artnet
9.63020030816641e-05,actionnewsjax
9.63020030816641e-05,92y
4.815100154083205e-05,yourcpf
4.815100154083205e-05,younow
4.815100154083205e-05,xonecole
4.815100154083205e-05,wsj
4.815100154083205e-05,womensmediacenter
4.815100154083205e-05,women
4.815100154083205e-05,wnku
4.815100154083205e-05,wired
4.815100154083205e-05,who
4.815100154083205e-05,wethinkalone
4.815100154083205e-05,wateraid
4.815100154083205e-05,walmart
4.815100154083205e-05,wallpaper
4.815100154083205e-05,vyu
4.815100154083205e-05,votenow
4.815100154083205e-05,virginmoneygiving
4.815100154083205e-05,villagevoice
4.815100154083205e-05,vibe
4.815100154083205e-05,vh1
4.815100154083205e-05,ushmm
4.815100154083205e-05,unwomen
4.815100154083205e-05,un
4.815100154083205e-05,ucla
4.815100154083205e-05,tvinsider
4.815100154083205e-05,tvguidemagazine
4.815100154083205e-05,tvfanatic
4.815100154083205e-05,tv
4.815100154083205e-05,townandcountrymag
4.815100154083205e-05,torontosun
4.815100154083205e-05,tomford
4.815100154083205e-05,tmi
4.815100154083205e-05,timestalks
4.815100154083205e-05,thinkprogress
4.815100154083205e-05,theyolandaadamsmorningshow
4.815100154083205e-05,theroot
4.815100154083205e-05,themill
4.815100154083205e-05,themarysue
4.815100154083205e-05,thelocal
4.815100154083205e-05,theintercept
4.815100154083205e-05,thegloss
4.815100154083205e-05,theflama
4.815100154083205e-05,thedishh
4.815100154083205e-05,thebos
4.815100154083205e-05,theatlantic
4.815100154083205e-05,ted
4.815100154083205e-05,superlatina
4.815100154083205e-05,spylight
4.815100154083205e-05,spotify
4.815100154083205e-05,sheknows
4.815100154083205e-05,roverworks
4.815100154083205e-05,rollingstone
4.815100154083205e-05,rollingout
4.815100154083205e-05,riffsy
4.815100154083205e-05,richardtomlin
4.815100154083205e-05,reuters
4.815100154083205e-05,redcross
4.815100154083205e-05,rafflecopter
4.815100154083205e-05,qz
4.815100154083205e-05,qgiv
4.815100154083205e-05,prnewswire
4.815100154083205e-05,prefixmag
4.815100154083205e-05,pinterest
4.815100154083205e-05,periscope
4.815100154083205e-05,peoplestylewatch
4.815100154083205e-05,pennlive
4.815100154083205e-05,parliament
4.815100154083205e-05,papermag
4.815100154083205e-05,out
4.815100154083205e-05,oscars
4.815100154083205e-05,onairwithryan
4.815100154083205e-05,okayafrica
4.815100154083205e-05,ohyes
4.815100154083205e-05,ocregister
4.815100154083205e-05,observer
4.815100154083205e-05,nypost
4.815100154083205e-05,nymag
4.815100154083205e-05,nydailynews
4.815100154083205e-05,nyc
4.815100154083205e-05,nowhitenoise
4.815100154083205e-05,nonstoppeople
4.815100154083205e-05,newsthrottle
4.815100154083205e-05,netraffle
4.815100154083205e-05,nerdist
4.815100154083205e-05,nbcnews
4.815100154083205e-05,nbc
4.815100154083205e-05,nalip
4.815100154083205e-05,myngp
4.815100154083205e-05,msnbc
4.815100154083205e-05,moviefone
4.815100154083205e-05,moschino
4.815100154083205e-05,mosbyformayor
4.815100154083205e-05,moma
4.815100154083205e-05,mic
4.815100154083205e-05,mariemag
4.815100154083205e-05,mandofresko
4.815100154083205e-05,magazine-virtual
4.815100154083205e-05,madame-ostrich
4.815100154083205e-05,luxmea
4.815100154083205e-05,letterboxd
4.815100154083205e-05,lefigaro
4.815100154083205e-05,learnvest
4.815100154083205e-05,latintimes
4.815100154083205e-05,latinpost
4.815100154083205e-05,lacma
4.815100154083205e-05,kipling-usa
4.815100154083205e-05,keepachildalive
4.815100154083205e-05,jcpwatchparty
4.815100154083205e-05,irishtimes
4.815100154083205e-05,info4unetwork
4.815100154083205e-05,infinityhousemagazine
4.815100154083205e-05,indianexpress
4.815100154083205e-05,imdb
4.815100154083205e-05,ilovelucyandbekka
4.815100154083205e-05,hubspot
4.815100154083205e-05,hollywoodlife
4.815100154083205e-05,hm
4.815100154083205e-05,hhmaction
4.815100154083205e-05,henamedmemalalamovie
4.815100154083205e-05,hellogiggles
4.815100154083205e-05,health
4.815100154083205e-05,harpersbazaar
4.815100154083205e-05,grammy
4.815100154083205e-05,gossipcop
4.815100154083205e-05,gogetfunding
4.815100154083205e-05,glennbeck
4.815100154083205e-05,getfoxtales
4.815100154083205e-05,getfirstlook
4.815100154083205e-05,gayot
4.815100154083205e-05,gawker
4.815100154083205e-05,gagamedia
4.815100154083205e-05,gagadaily
4.815100154083205e-05,fxnetworks
4.815100154083205e-05,funnyordie
4.815100154083205e-05,fortune
4.815100154083205e-05,flipboard
4.815100154083205e-05,flare
4.815100154083205e-05,fit
4.815100154083205e-05,firstgiving
4.815100154083205e-05,filmindependent
4.815100154083205e-05,faultlinetheatre
4.815100154083205e-05,extratv
4.815100154083205e-05,experiment
4.815100154083205e-05,eventbrite
4.815100154083205e-05,emmys
4.815100154083205e-05,elpais
4.815100154083205e-05,ellentube
4.815100154083205e-05,dishnation
4.815100154083205e-05,digitaltrends
4.815100154083205e-05,details
4.815100154083205e-05,dereklam
4.815100154083205e-05,democracynow
4.815100154083205e-05,dazeddigital
4.815100154083205e-05,davidhkochtheater
4.815100154083205e-05,dana-farber
4.815100154083205e-05,dailyfreepress
4.815100154083205e-05,cycfitness
4.815100154083205e-05,creativeplanetnetwork
4.815100154083205e-05,complex
4.815100154083205e-05,codegirlmovie
4.815100154083205e-05,chicagotribune
4.815100154083205e-05,charitybuzz
4.815100154083205e-05,ceou
4.815100154083205e-05,cbsnews
4.815100154083205e-05,cbslocal
4.815100154083205e-05,cbs
4.815100154083205e-05,campaign-archive1
4.815100154083205e-05,bustle
4.815100154083205e-05,businessinsider
4.815100154083205e-05,brit
4.815100154083205e-05,bravadousa
4.815100154083205e-05,bostonglobe
4.815100154083205e-05,booster
4.815100154083205e-05,blavity
4.815100154083205e-05,blackhalo
4.815100154083205e-05,bigcartel
4.815100154083205e-05,bethenny
4.815100154083205e-05,bet
4.815100154083205e-05,bellanyc
4.815100154083205e-05,becomingbulletproofmovie
4.815100154083205e-05,beats4la
4.815100154083205e-05,bdcwire
4.815100154083205e-05,bbc
4.815100154083205e-05,austinway
4.815100154083205e-05,ap
4.815100154083205e-05,anothermag
4.815100154083205e-05,aetv
4.815100154083205e-05,adweek
4.815100154083205e-05,abhinavvadrevu
4.815100154083205e-05,6play
4.815100154083205e-05,50forfreedom
